listing_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,super_built_up_sqft,price_per_sqft,total_price_inr,total_price_lakh,furnishing_status,possession_status,floor_number,total_floors,age_of_property_years,facing,amenities_count,amenities,builder_name,transaction_type,listing_date,days_on_market,price_negotiable,loan_available,parking_count,rera_registered,listing_source
RES105870,PROP502964,Bhopal,Madhya Pradesh,Zone J,Row House,3,3,4,1801,2071,2251,4145,7500000,75,Furnished,Ready to Move,2,14,7,South-East,6,Swimming Pool|Car Parking|Jogging Track|Power Backup|24x7 Security|Club House,Mahindra Lifespaces,Resale,15-08-2025,102,Yes,Yes,1,Yes,99acres
RES105871,PROP500149,Delhi,Delhi,Hauz Khas,Villa,5,5,5,2355,2708,2944,7131,16800000,168,Furnished,Ready to Move,7,15,16,North-West,5,Car Parking|Garden|Lift|Club House|Jogging Track,Kolte Patil,Resale,10-03-2023,99,Yes,No,2,No,MagicBricks
RES105872,PROP502217,Hyderabad,Telangana,Kukatpally,Builder Floor,2,2,3,1611,1853,2014,6888,11100000,111,Semi-Furnished,Ready to Move,2,4,23,North-West,3,Car Parking|Lift|Garden,Kolte Patil,Resale,26-06-2024,267,Yes,Yes,0,Yes,MagicBricks
RES105873,PROP503282,Surat,Gujarat,Piplod,Villa,1,1,2,1715,1972,2144,4846,8300000,83,Unfurnished,New Launch,20,38,2,South-East,3,Jogging Track|Swimming Pool|Gym,Tata Housing,Resale,25-04-2022,42,Yes,Yes,0,Yes,MagicBricks
RES105874,PROP503924,Kochi,Kerala,Zone E,Penthouse,1,1,2,1305,1501,1631,4079,5300000,53,Unfurnished,Ready to Move,25,40,6,West,7,Power Backup|Lift|Gym|Jogging Track|Garden|Swimming Pool|Club House,Omaxe,New Property,22-03-2024,75,Yes,Yes,2,No,99acres
RES105875,PROP502585,Vadodara,Gujarat,Zone H,Studio,3,3,4,2142,2463,2678,4292,9200000,92,Unfurnished,Ready to Move,9,10,18,South-East,3,Jogging Track|Lift|Power Backup,Kolte Patil,New Property,25-12-2023,265,No,Yes,0,Yes,Owner
RES105876,PROP500852,Patna,Bihar,Zone C,Independent House,4,4,5,2589,2977,3236,3580,9300000,93,Unfurnished,Ready to Move,25,28,16,North-East,6,Power Backup|Lift|Club House|Garden|Car Parking|Children Play Area,Raymond Realty,New Property,29-02-2024,378,Yes,Yes,1,Yes,Owner
RES105877,PROP505476,Mumbai,Maharashtra,Lower Parel,Independent House,2,2,3,1739,2000,2174,16432,28600000,286,Unfurnished,New Launch,1,14,0,South,7,24x7 Security|Lift|Power Backup|Swimming Pool|Gym|Club House|Jogging Track,Prestige Group,Resale,18-09-2025,266,Yes,No,0,Yes,NoBroker
RES105878,PROP504805,Coimbatore,Tamil Nadu,Zone J,Studio,2,2,3,1903,2188,2379,3036,5800000,58,Furnished,Under Construction,19,22,4,South-West,7,Swimming Pool|Club House|Garden|Jogging Track|Children Play Area|Gym|Power Backup,Mahindra Lifespaces,Resale,22-09-2022,275,Yes,Yes,1,Yes,NoBroker
RES105879,PROP505591,Patna,Bihar,Zone I,Studio,2,2,3,1558,1792,1948,3875,6000000,60,Furnished,Ready to Move,19,26,25,North-East,6,Gym|24x7 Security|Garden|Jogging Track|Power Backup|Car Parking,Shapoorji Pallonji,New Property,04-11-2025,92,Yes,No,1,Yes,99acres
RES105880,PROP502947,Kolkata,West Bengal,Behala,Apartment,5,5,5,2602,2992,3252,11184,29100000,291,Unfurnished,New Launch,15,36,13,North,7,Club House|Car Parking|Jogging Track|Lift|Power Backup|Swimming Pool|Children Play Area,Tata Housing,Resale,06-04-2024,235,Yes,Yes,1,Yes,MagicBricks
RES105881,PROP503774,Ahmedabad,Gujarat,Bopal,Builder Floor,2,2,3,1678,1930,2098,5214,8700000,87,Furnished,New Launch,20,33,10,North-East,7,Car Parking|Garden|Gym|Swimming Pool|Lift|24x7 Security|Children Play Area,Kolte Patil,Resale,05-09-2024,62,Yes,No,1,Yes,MagicBricks
RES105882,PROP503928,Visakhapatnam,Andhra Pradesh,Zone F,Independent House,1,1,2,1401,1611,1751,3942,5500000,55,Semi-Furnished,Under Construction,21,38,19,North-East,6,Garden|Jogging Track|Club House|Gym|Power Backup|24x7 Security,Tata Housing,Resale,03-09-2023,208,Yes,Yes,1,Yes,NoBroker
RES105883,PROP502299,Delhi,Delhi,Saket,Independent House,1,1,2,1481,1703,1851,7973,11800000,118,Semi-Furnished,New Launch,4,33,12,North-West,5,Children Play Area|24x7 Security|Power Backup|Club House|Car Parking,DLF,New Property,15-01-2022,16,Yes,Yes,1,Yes,Owner
RES105884,PROP504416,Pune,Maharashtra,Kharadi,Builder Floor,1,1,2,1593,1832,1991,7178,11400000,114,Semi-Furnished,Under Construction,4,33,19,South,6,Power Backup|Swimming Pool|Car Parking|Club House|Children Play Area|Garden,Brigade Group,Resale,13-02-2022,326,Yes,No,2,No,Housing.com
RES105885,PROP500862,Bhopal,Madhya Pradesh,Zone C,Row House,3,3,4,2259,2598,2824,3374,7600000,76,Unfurnished,Ready to Move,15,23,0,South-East,3,Car Parking|Power Backup|Swimming Pool,Tata Housing,Resale,21-09-2023,65,Yes,No,0,No,Housing.com
RES105886,PROP502081,Pune,Maharashtra,Undri,Studio,3,3,4,2296,2640,2870,8541,19600000,196,Unfurnished,Ready to Move,22,23,10,South-West,7,Swimming Pool|Car Parking|Garden|Jogging Track|Lift|Children Play Area|Club House,DLF,New Property,07-05-2022,189,Yes,No,1,Yes,Owner
RES105887,PROP502815,Nagpur,Maharashtra,Zone J,Row House,5,5,5,2611,3003,3264,3119,8100000,81,Semi-Furnished,Under Construction,5,20,24,North-West,7,Club House|Lift|24x7 Security|Car Parking|Children Play Area|Swimming Pool|Jogging Track,Lodha Group,New Property,13-10-2025,242,No,No,1,No,Owner
RES105888,PROP504186,Ahmedabad,Gujarat,Satellite,Row House,3,3,4,2233,2568,2791,4800,10700000,107,Semi-Furnished,Ready to Move,30,40,0,North,5,24x7 Security|Gym|Jogging Track|Power Backup|Club House,Tata Housing,New Property,14-10-2024,325,Yes,No,1,Yes,NoBroker
RES105889,PROP503688,Bangalore,Karnataka,Indiranagar,Penthouse,5,5,5,2870,3300,3588,8295,23800000,238,Semi-Furnished,New Launch,24,36,21,East,3,24x7 Security|Jogging Track|Children Play Area,Sobha Limited,Resale,19-05-2025,149,Yes,Yes,2,Yes,Housing.com
RES105890,PROP500475,Nagpur,Maharashtra,Zone B,Villa,2,2,3,1481,1703,1851,2631,3900000,39,Furnished,New Launch,9,35,6,South-East,5,Garden|Jogging Track|Club House|Children Play Area|Gym,Emaar India,New Property,13-12-2025,276,Yes,Yes,1,No,MagicBricks
RES105891,PROP505928,Jaipur,Rajasthan,C Scheme,Row House,4,4,5,2044,2351,2555,4425,9000000,90,Semi-Furnished,Ready to Move,14,29,21,North-East,7,Lift|24x7 Security|Garden|Children Play Area|Car Parking|Power Backup|Jogging Track,Godrej Properties,New Property,28-07-2024,30,Yes,No,1,Yes,MagicBricks
RES105892,PROP501576,Hyderabad,Telangana,Jubilee Hills,Builder Floor,3,3,4,2011,2313,2514,6266,12600000,126,Semi-Furnished,New Launch,24,40,22,North,6,Swimming Pool|Jogging Track|Car Parking|Children Play Area|Gym|24x7 Security,Sobha Limited,New Property,09-01-2025,370,Yes,No,2,No,NoBroker
RES105893,PROP504003,Nagpur,Maharashtra,Zone B,Studio,5,5,5,2497,2872,3121,3742,9300000,93,Semi-Furnished,Ready to Move,9,18,20,North,6,Jogging Track|Garden|Gym|Power Backup|Lift|24x7 Security,Emaar India,New Property,26-12-2023,163,No,Yes,0,No,99acres
RES105894,PROP502939,Visakhapatnam,Andhra Pradesh,Zone J,Penthouse,1,1,2,1510,1736,1888,3822,5800000,58,Unfurnished,New Launch,25,25,8,North-East,4,Power Backup|Lift|Car Parking|Club House,Emaar India,New Property,01-05-2024,241,No,Yes,1,No,Housing.com
RES105895,PROP503275,Jaipur,Rajasthan,C Scheme,Builder Floor,2,2,3,1540,1771,1925,4889,7500000,75,Furnished,New Launch,28,28,0,North,8,Swimming Pool|Car Parking|Jogging Track|Club House|Gym|Power Backup|Children Play Area|Garden,Omaxe,New Property,08-09-2022,355,Yes,Yes,2,Yes,Housing.com
RES105896,PROP501892,Chandigarh,Chandigarh,Zone J,Studio,2,2,3,1723,1981,2154,4526,7800000,78,Furnished,Under Construction,5,5,12,North,3,Gym|Car Parking|24x7 Security,Sobha Limited,New Property,17-10-2023,194,Yes,Yes,2,No,NoBroker
RES105897,PROP505793,Jaipur,Rajasthan,C Scheme,Studio,4,4,5,2143,2464,2679,4711,10100000,101,Furnished,Under Construction,16,36,18,South-East,6,Garden|Gym|Club House|Lift|Children Play Area|24x7 Security,Godrej Properties,New Property,19-08-2025,214,No,Yes,1,Yes,99acres
RES105898,PROP501086,Surat,Gujarat,Udhna,Studio,1,1,2,1176,1352,1470,4663,5500000,55,Furnished,New Launch,1,4,2,South,6,Lift|Jogging Track|Gym|Club House|Children Play Area|Power Backup,DLF,New Property,28-09-2023,140,No,Yes,1,Yes,NoBroker
RES105899,PROP500818,Bhopal,Madhya Pradesh,Zone A,Studio,3,3,4,1941,2232,2426,4248,8200000,82,Unfurnished,Ready to Move,9,29,2,South-West,7,Lift|Garden|Jogging Track|Car Parking|Power Backup|Club House|Swimming Pool,Raymond Realty,Resale,27-07-2022,279,Yes,Yes,1,Yes,Owner
RES105900,PROP502395,Pune,Maharashtra,Hadapsar,Independent House,2,2,3,1983,2280,2479,10288,20400000,204,Furnished,Under Construction,13,40,18,North,6,Gym|Lift|Power Backup|Swimming Pool|24x7 Security|Jogging Track,Phoenix Mills,Resale,10-08-2025,247,No,Yes,0,No,NoBroker
RES105901,PROP504360,Coimbatore,Tamil Nadu,Zone D,Studio,5,5,5,3145,3617,3931,4133,13000000,130,Semi-Furnished,New Launch,9,30,18,North,8,Swimming Pool|Car Parking|Children Play Area|Jogging Track|Club House|Power Backup|Garden|Lift,Phoenix Mills,Resale,29-07-2022,169,Yes,Yes,1,Yes,Owner
RES105902,PROP500831,Coimbatore,Tamil Nadu,Zone G,Studio,3,3,4,1744,2006,2180,3655,6400000,64,Furnished,Ready to Move,15,20,19,North-East,3,Children Play Area|Lift|Garden,Prestige Group,Resale,18-12-2024,358,Yes,Yes,1,Yes,Owner
RES105903,PROP503547,Mumbai,Maharashtra,Powai,Penthouse,4,4,5,2489,2862,3111,25850,64300000,643,Unfurnished,Under Construction,33,33,0,South-East,5,Car Parking|Lift|Power Backup|Children Play Area|Garden,Shapoorji Pallonji,Resale,25-11-2022,159,Yes,No,1,Yes,Owner
RES105904,PROP502990,Chennai,Tamil Nadu,Sholinganallur,Builder Floor,3,3,4,2147,2469,2684,6707,14400000,144,Unfurnished,Under Construction,10,10,3,South-East,3,24x7 Security|Children Play Area|Swimming Pool,Mahindra Lifespaces,Resale,21-09-2024,8,Yes,Yes,1,No,MagicBricks
RES105905,PROP502543,Patna,Bihar,Zone D,Independent House,3,3,4,1833,2108,2291,4735,8700000,87,Semi-Furnished,Under Construction,8,25,17,South,6,Garden|Lift|Swimming Pool|Car Parking|24x7 Security|Children Play Area,Lodha Group,Resale,01-04-2022,380,Yes,Yes,0,Yes,Housing.com
RES105906,PROP502092,Ahmedabad,Gujarat,Chandkheda,Builder Floor,5,5,5,2749,3161,3436,4492,12300000,123,Unfurnished,New Launch,8,11,6,West,4,Power Backup|Club House|Lift|Gym,Mahindra Lifespaces,New Property,31-03-2022,374,No,Yes,0,Yes,Owner
RES105907,PROP503953,Nagpur,Maharashtra,Zone J,Row House,5,5,5,2673,3074,3341,4293,11500000,115,Furnished,Under Construction,3,7,1,North-West,4,Lift|24x7 Security|Jogging Track|Power Backup,Kolte Patil,New Property,26-07-2022,377,Yes,No,0,No,99acres
RES105908,PROP501824,Delhi,Delhi,Hauz Khas,Studio,2,2,3,1471,1692,1839,8772,12900000,129,Unfurnished,New Launch,4,7,7,West,4,24x7 Security|Garden|Jogging Track|Children Play Area,Hiranandani,New Property,28-06-2023,274,Yes,Yes,0,Yes,Housing.com
RES105909,PROP502784,Patna,Bihar,Zone J,Apartment,2,2,3,1964,2259,2455,4273,8400000,84,Semi-Furnished,New Launch,2,8,16,East,5,24x7 Security|Jogging Track|Children Play Area|Swimming Pool|Club House,Phoenix Mills,Resale,07-06-2023,340,Yes,Yes,1,Yes,MagicBricks
RES105910,PROP502204,Kolkata,West Bengal,Ballygunge,Apartment,5,5,5,2701,3106,3376,8964,24200000,242,Unfurnished,Under Construction,9,15,12,North-West,3,Club House|24x7 Security|Swimming Pool,DLF,Resale,22-03-2024,325,Yes,Yes,0,Yes,Owner
RES105911,PROP500732,Pune,Maharashtra,Wakad,Studio,3,3,4,1699,1954,2124,9303,15800000,158,Furnished,New Launch,6,13,3,South-East,4,Jogging Track|Children Play Area|24x7 Security|Gym,Godrej Properties,Resale,13-06-2025,86,Yes,No,1,Yes,Owner
RES105912,PROP505661,Hyderabad,Telangana,HITEC City,Studio,2,2,3,1730,1989,2162,8201,14200000,142,Semi-Furnished,Ready to Move,5,7,8,North,4,Garden|Club House|Children Play Area|Jogging Track,Mahindra Lifespaces,New Property,18-08-2024,367,Yes,Yes,1,No,MagicBricks
RES105913,PROP502302,Indore,Madhya Pradesh,Zone I,Independent House,2,2,3,1965,2260,2456,4249,8300000,83,Furnished,New Launch,19,31,15,South-East,3,Jogging Track|24x7 Security|Gym,Sobha Limited,New Property,07-07-2022,94,Yes,No,1,Yes,NoBroker
RES105914,PROP501495,Chennai,Tamil Nadu,Ambattur,Villa,2,2,3,1972,2268,2465,6890,13600000,136,Furnished,Under Construction,3,14,18,North,7,Car Parking|Club House|Swimming Pool|Jogging Track|Power Backup|Garden|Children Play Area,Brigade Group,New Property,02-11-2025,198,No,No,2,Yes,NoBroker
RES105915,PROP501471,Delhi,Delhi,Janakpuri,Studio,2,2,3,1701,1956,2126,6776,11500000,115,Semi-Furnished,Ready to Move,22,37,0,North,7,Gym|Garden|Children Play Area|Club House|Swimming Pool|Jogging Track|Power Backup,Lodha Group,Resale,16-08-2023,341,Yes,Yes,0,Yes,NoBroker
RES105916,PROP503849,Kolkata,West Bengal,Behala,Row House,5,5,5,2756,3169,3445,10649,29300000,293,Furnished,New Launch,9,20,0,North-East,7,Power Backup|Children Play Area|Lift|Car Parking|Garden|24x7 Security|Club House,Omaxe,Resale,21-08-2022,199,Yes,Yes,1,No,NoBroker
RES105917,PROP505433,Patna,Bihar,Zone C,Row House,3,3,4,2117,2435,2646,4359,9200000,92,Semi-Furnished,Under Construction,12,21,8,North-West,8,Car Parking|Jogging Track|Club House|24x7 Security|Lift|Swimming Pool|Children Play Area|Garden,Sobha Limited,Resale,02-03-2023,309,Yes,Yes,1,No,99acres
RES105918,PROP503530,Bangalore,Karnataka,Whitefield,Villa,1,1,2,1290,1483,1612,6346,8200000,82,Unfurnished,New Launch,10,27,12,North-West,3,Children Play Area|Power Backup|Garden,Kolte Patil,Resale,24-09-2025,186,Yes,Yes,1,No,99acres
RES105919,PROP504648,Indore,Madhya Pradesh,Zone C,Apartment,4,4,5,2534,2914,3168,3904,9900000,99,Furnished,Ready to Move,2,3,12,East,8,Lift|Car Parking|Jogging Track|Club House|Gym|Children Play Area|Swimming Pool|24x7 Security,Hiranandani,New Property,19-07-2023,242,No,Yes,1,No,Housing.com
RES105920,PROP504491,Kochi,Kerala,Zone I,Apartment,2,2,3,2022,2325,2528,3892,7900000,79,Unfurnished,Ready to Move,21,23,0,North,8,Power Backup|Gym|24x7 Security|Lift|Children Play Area|Garden|Car Parking|Swimming Pool,Sobha Limited,Resale,21-12-2024,21,Yes,Yes,0,No,Housing.com
RES105921,PROP500681,Kolkata,West Bengal,Behala,Independent House,3,3,4,1910,2196,2388,9956,19000000,190,Furnished,Under Construction,1,17,11,East,3,Club House|Lift|Children Play Area,Kolte Patil,New Property,06-02-2024,148,Yes,Yes,2,Yes,Owner
RES105922,PROP504738,Delhi,Delhi,Dwarka,Villa,5,5,5,2235,2570,2794,9074,20300000,203,Unfurnished,New Launch,2,15,12,North,8,Children Play Area|Gym|Swimming Pool|Garden|24x7 Security|Club House|Lift|Car Parking,Prestige Group,New Property,22-07-2025,399,Yes,Yes,1,Yes,NoBroker
RES105923,PROP503568,Pune,Maharashtra,Hinjewadi,Villa,3,3,4,2222,2555,2778,8145,18100000,181,Furnished,Ready to Move,24,25,8,South-West,8,Car Parking|24x7 Security|Swimming Pool|Club House|Garden|Jogging Track|Power Backup|Lift,DLF,New Property,22-05-2023,197,Yes,Yes,2,Yes,Owner
RES105924,PROP505968,Vadodara,Gujarat,Zone J,Villa,3,3,4,2084,2397,2605,3833,8000000,80,Semi-Furnished,Under Construction,1,5,16,East,3,Car Parking|Gym|Lift,DLF,Resale,01-09-2022,46,Yes,Yes,1,No,MagicBricks
RES105925,PROP505001,Jaipur,Rajasthan,Ajmer Road,Row House,1,1,2,1310,1506,1638,5045,6600000,66,Unfurnished,New Launch,11,20,6,East,8,Car Parking|Club House|Lift|Gym|24x7 Security|Garden|Children Play Area|Power Backup,Hiranandani,New Property,17-02-2024,332,Yes,Yes,2,Yes,Owner
RES105926,PROP505496,Delhi,Delhi,Rohini,Penthouse,4,4,5,2072,2383,2590,6909,14300000,143,Semi-Furnished,New Launch,10,25,13,North-West,8,Car Parking|Power Backup|Swimming Pool|Lift|24x7 Security|Garden|Club House|Gym,DLF,Resale,19-05-2024,240,Yes,Yes,2,Yes,NoBroker
RES105927,PROP500120,Visakhapatnam,Andhra Pradesh,Zone F,Villa,2,2,3,1460,1679,1825,3606,5300000,53,Furnished,Ready to Move,20,33,22,South-East,7,Garden|24x7 Security|Children Play Area|Power Backup|Club House|Swimming Pool|Car Parking,Omaxe,New Property,21-02-2022,90,Yes,Yes,2,Yes,Owner
RES105928,PROP504285,Kolkata,West Bengal,Dumdum,Villa,1,1,2,1074,1235,1342,11826,12700000,127,Semi-Furnished,Under Construction,8,15,15,North-West,6,Gym|Jogging Track|Car Parking|Lift|24x7 Security|Children Play Area,Brigade Group,New Property,22-08-2024,389,Yes,Yes,1,No,MagicBricks
RES105929,PROP505201,Delhi,Delhi,Lajpat Nagar,Independent House,4,4,5,2350,2702,2938,8196,19300000,193,Furnished,Under Construction,22,34,20,North,7,Jogging Track|Swimming Pool|Gym|Children Play Area|Car Parking|Lift|Garden,DLF,New Property,01-01-2023,284,Yes,Yes,2,No,Owner
RES105930,PROP502196,Kolkata,West Bengal,Alipore,Independent House,5,5,5,2567,2952,3209,9769,25100000,251,Unfurnished,Under Construction,23,38,0,North-East,6,Lift|Car Parking|Jogging Track|Gym|Swimming Pool|24x7 Security,Lodha Group,New Property,30-06-2025,118,No,Yes,2,No,Owner
RES105931,PROP501694,Mumbai,Maharashtra,Kurla,Villa,3,3,4,1558,1792,1948,16050,25000000,250,Semi-Furnished,Ready to Move,3,3,8,West,8,Club House|Gym|24x7 Security|Car Parking|Lift|Power Backup|Garden|Children Play Area,Sobha Limited,New Property,07-12-2022,312,Yes,No,1,No,MagicBricks
RES105932,PROP505625,Chennai,Tamil Nadu,Porur,Apartment,3,3,4,1946,2238,2432,6943,13500000,135,Unfurnished,Under Construction,6,31,13,North,7,Club House|Children Play Area|Garden|Jogging Track|Swimming Pool|Car Parking|Power Backup,Kolte Patil,Resale,31-07-2025,312,Yes,Yes,1,No,Owner
RES105933,PROP504314,Kochi,Kerala,Zone C,Villa,5,5,5,2684,3087,3355,4138,11100000,111,Furnished,New Launch,16,20,1,South-West,5,Lift|Power Backup|Jogging Track|24x7 Security|Garden,Kolte Patil,Resale,11-05-2023,101,Yes,Yes,0,No,Housing.com
RES105934,PROP505262,Hyderabad,Telangana,HITEC City,Studio,5,5,5,2406,2767,3008,6495,15600000,156,Furnished,New Launch,16,27,0,South-West,5,Club House|Swimming Pool|Lift|Children Play Area|Garden,DLF,New Property,26-05-2023,311,Yes,Yes,1,Yes,Owner
RES105935,PROP504923,Hyderabad,Telangana,Jubilee Hills,Apartment,3,3,4,1750,2012,2188,7755,13600000,136,Semi-Furnished,Under Construction,2,12,3,East,7,Car Parking|Gym|Club House|Garden|Power Backup|Children Play Area|Swimming Pool,Shapoorji Pallonji,Resale,14-12-2025,232,Yes,Yes,1,No,99acres
RES105936,PROP502087,Surat,Gujarat,Citylight,Row House,2,2,3,1560,1794,1950,4078,6400000,64,Unfurnished,Under Construction,27,33,6,East,8,Car Parking|Power Backup|Garden|Gym|Lift|Club House|Children Play Area|Swimming Pool,DLF,Resale,17-03-2024,398,Yes,Yes,1,Yes,Housing.com
RES105937,PROP501475,Ahmedabad,Gujarat,Bopal,Penthouse,1,1,2,1488,1711,1860,4681,7000000,70,Unfurnished,Under Construction,8,13,23,North-West,8,Garden|Club House|Car Parking|Swimming Pool|Gym|Power Backup|Lift|24x7 Security,Brigade Group,Resale,07-03-2025,340,Yes,Yes,1,Yes,99acres
RES105938,PROP503612,Lucknow,Uttar Pradesh,Zone C,Penthouse,5,5,5,2534,2914,3168,4171,10600000,106,Furnished,Under Construction,17,35,13,South,7,Jogging Track|Lift|Power Backup|Club House|Garden|Children Play Area|Gym,Sobha Limited,New Property,16-09-2024,293,Yes,Yes,0,Yes,Housing.com
RES105939,PROP500073,Chennai,Tamil Nadu,T Nagar,Studio,2,2,3,1824,2098,2280,6500,11900000,119,Unfurnished,Under Construction,4,25,13,North-West,3,Car Parking|Power Backup|24x7 Security,Shapoorji Pallonji,New Property,14-11-2024,315,Yes,No,0,No,99acres
RES105940,PROP502883,Mumbai,Maharashtra,Thane,Studio,1,1,2,1451,1669,1814,16659,24200000,242,Semi-Furnished,New Launch,6,7,8,West,8,Children Play Area|Swimming Pool|Jogging Track|24x7 Security|Car Parking|Power Backup|Club House|Garden,Emaar India,Resale,24-12-2022,92,No,Yes,1,Yes,NoBroker
RES105941,PROP503517,Delhi,Delhi,Pitampura,Independent House,1,1,2,1497,1722,1871,7740,11600000,116,Furnished,New Launch,2,8,2,South-West,6,Swimming Pool|Gym|Jogging Track|Power Backup|24x7 Security|Lift,Omaxe,New Property,14-11-2025,204,Yes,Yes,2,Yes,Housing.com
RES105942,PROP501569,Kochi,Kerala,Zone F,Penthouse,1,1,2,1610,1851,2012,3711,6000000,60,Semi-Furnished,Ready to Move,6,23,10,North,8,Gym|Jogging Track|Car Parking|Swimming Pool|Club House|24x7 Security|Children Play Area|Garden,Phoenix Mills,New Property,12-06-2022,248,Yes,Yes,2,Yes,Housing.com
RES105943,PROP500957,Bhopal,Madhya Pradesh,Zone E,Villa,5,5,5,2646,3043,3308,3696,9800000,98,Unfurnished,New Launch,10,31,5,North-West,3,Gym|Swimming Pool|Lift,Prestige Group,New Property,29-08-2023,284,Yes,Yes,2,Yes,Housing.com
RES105944,PROP503532,Delhi,Delhi,Lajpat Nagar,Builder Floor,5,5,5,2982,3429,3728,9134,27200000,272,Furnished,Under Construction,19,40,20,East,6,Jogging Track|Club House|24x7 Security|Lift|Car Parking|Power Backup,Hiranandani,Resale,12-09-2022,394,Yes,Yes,0,No,Housing.com
RES105945,PROP503752,Pune,Maharashtra,Kharadi,Independent House,2,2,3,1550,1782,1938,10496,16300000,163,Semi-Furnished,Ready to Move,32,38,19,South,3,Swimming Pool|Children Play Area|Club House,Godrej Properties,New Property,11-06-2024,240,Yes,No,2,Yes,Owner
RES105946,PROP505552,Nagpur,Maharashtra,Zone C,Villa,3,3,4,2165,2490,2706,3330,7200000,72,Semi-Furnished,Under Construction,14,16,20,South,7,Car Parking|Garden|Gym|Power Backup|Children Play Area|Lift|Jogging Track,Hiranandani,New Property,05-01-2025,108,No,Yes,1,Yes,99acres
RES105947,PROP504028,Nagpur,Maharashtra,Zone J,Builder Floor,2,2,3,1698,1953,2122,3758,6400000,64,Unfurnished,Ready to Move,14,36,1,North-East,4,Lift|24x7 Security|Garden|Club House,Brigade Group,Resale,03-07-2025,354,Yes,Yes,0,Yes,99acres
RES105948,PROP503724,Bangalore,Karnataka,Whitefield,Penthouse,2,2,3,1443,1659,1804,9142,13200000,132,Unfurnished,New Launch,3,38,8,West,4,Club House|Swimming Pool|Jogging Track|Car Parking,Mahindra Lifespaces,Resale,19-06-2024,395,Yes,Yes,0,Yes,99acres
RES105949,PROP502116,Patna,Bihar,Zone I,Independent House,4,4,5,2182,2509,2728,3861,8400000,84,Unfurnished,Under Construction,11,29,13,East,4,Children Play Area|Jogging Track|Club House|Garden,Raymond Realty,New Property,03-06-2022,301,No,Yes,1,Yes,NoBroker
RES105950,PROP500339,Nagpur,Maharashtra,Zone J,Studio,5,5,5,2488,2861,3110,3845,9600000,96,Semi-Furnished,New Launch,12,15,0,South-West,4,Garden|Gym|Power Backup|Swimming Pool,Godrej Properties,New Property,03-01-2022,94,Yes,Yes,1,Yes,Housing.com
RES105951,PROP505474,Pune,Maharashtra,Viman Nagar,Penthouse,3,3,4,2244,2581,2805,5675,12700000,127,Semi-Furnished,New Launch,4,21,18,West,3,Lift|Jogging Track|Garden,DLF,New Property,16-10-2025,208,Yes,Yes,1,Yes,Owner
RES105952,PROP500953,Jaipur,Rajasthan,Malviya Nagar,Penthouse,3,3,4,1974,2270,2468,4844,9600000,96,Semi-Furnished,Ready to Move,5,7,9,North-East,3,Garden|Car Parking|24x7 Security,Omaxe,New Property,21-04-2023,64,Yes,No,1,No,99acres
RES105953,PROP505036,Indore,Madhya Pradesh,Zone J,Penthouse,3,3,4,1962,2256,2452,3963,7800000,78,Semi-Furnished,New Launch,15,21,2,East,6,Club House|Jogging Track|Lift|Car Parking|Swimming Pool|Garden,Shapoorji Pallonji,Resale,29-02-2024,176,Yes,No,1,Yes,Owner
RES105954,PROP505517,Chandigarh,Chandigarh,Zone J,Apartment,2,2,3,1989,2287,2486,4190,8300000,83,Furnished,Under Construction,4,40,6,South-East,7,Jogging Track|Gym|Lift|24x7 Security|Club House|Power Backup|Swimming Pool,Emaar India,Resale,09-01-2022,32,Yes,Yes,1,Yes,99acres
RES105955,PROP501863,Chandigarh,Chandigarh,Zone H,Row House,2,2,3,1811,2083,2264,3424,6200000,62,Semi-Furnished,Under Construction,3,24,1,South-East,6,Power Backup|Garden|Children Play Area|Club House|Swimming Pool|Gym,Tata Housing,Resale,21-02-2024,312,Yes,Yes,1,No,Owner
RES105956,PROP502326,Mumbai,Maharashtra,Borivali,Row House,3,3,4,1944,2236,2430,14414,28000000,280,Semi-Furnished,New Launch,1,39,8,West,4,Gym|Children Play Area|Jogging Track|Car Parking,Lodha Group,New Property,12-01-2022,377,Yes,Yes,0,Yes,Housing.com
RES105957,PROP503955,Kolkata,West Bengal,Ballygunge,Villa,1,1,2,1204,1385,1505,8206,9900000,99,Furnished,Ready to Move,1,2,2,South-West,3,Garden|Gym|24x7 Security,DLF,New Property,04-11-2022,63,No,Yes,0,Yes,MagicBricks
RES105958,PROP500612,Nagpur,Maharashtra,Zone I,Independent House,1,1,2,1489,1712,1861,3805,5700000,57,Furnished,Under Construction,12,21,20,East,4,Power Backup|Swimming Pool|Jogging Track|Lift,Tata Housing,Resale,05-10-2025,200,Yes,Yes,1,Yes,Housing.com
RES105959,PROP505446,Ahmedabad,Gujarat,Gota,Builder Floor,2,2,3,1271,1462,1589,4947,6300000,63,Semi-Furnished,New Launch,14,16,8,North,4,Lift|Swimming Pool|Gym|Garden,Mahindra Lifespaces,New Property,18-07-2024,190,Yes,No,1,Yes,MagicBricks
RES105960,PROP503688,Bangalore,Karnataka,Indiranagar,Penthouse,5,5,5,2870,3300,3588,7728,22200000,222,Semi-Furnished,Under Construction,24,36,19,East,3,24x7 Security|Jogging Track|Children Play Area,Sobha Limited,Resale,27-09-2023,380,Yes,Yes,1,Yes,MagicBricks
