rental_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,monthly_rent_inr,security_deposit_inr,deposit_months,maintenance_charges,total_monthly_cost,rent_per_sqft,furnishing_status,available_from,preferred_tenant,non_veg_allowed,pets_allowed,floor_number,total_floors,facing,parking,amenities_count,listing_date,broker_required,brokerage_percent,annual_rent_inr,listing_source
RNT203889,PROP505313,Pune,Maharashtra,Baner,Studio,1,1,2,1183,1360,26000,78000,3,0,26000,21.98,Semi-Furnished,29-11-2025,Working Professionals,No,No,13,17,South-East,Yes,5,12-11-2025,No,1,312000,NoBroker
RNT203890,PROP500180,Patna,Bihar,Zone I,Villa,3,3,4,2165,2490,15000,75000,5,2500,17500,6.93,Unfurnished,07-07-2024,Any,No,No,18,38,West,No,4,22-01-2023,No,0,180000,NoBroker
RNT203891,PROP503574,Chandigarh,Chandigarh,Zone B,Apartment,3,3,4,2264,2604,13000,26000,2,2500,15500,5.74,Semi-Furnished,29-10-2025,Working Professionals,No,No,19,26,North,Yes,3,12-12-2024,No,0,156000,Owner
RNT203892,PROP501926,Jaipur,Rajasthan,Malviya Nagar,Row House,5,5,5,2439,2805,18500,92500,5,3000,21500,7.59,Semi-Furnished,05-08-2025,Bachelors,No,Yes,5,32,West,Yes,6,23-04-2024,Yes,2,222000,NoBroker
RNT203893,PROP502970,Chennai,Tamil Nadu,Adyar,Independent House,5,5,5,2477,2849,34500,207000,6,1500,36000,13.93,Semi-Furnished,15-07-2025,Family,No,Yes,6,36,West,No,5,19-07-2023,No,1,414000,NoBroker
RNT203894,PROP502488,Chennai,Tamil Nadu,Sholinganallur,Builder Floor,3,3,4,1750,2012,25000,150000,6,3000,28000,14.29,Furnished,25-05-2024,Any,No,No,1,3,North-East,Yes,5,28-04-2024,No,0,300000,MagicBricks
RNT203895,PROP503754,Jaipur,Rajasthan,Vaishali Nagar,Penthouse,3,3,4,1702,1957,8500,85000,10,3000,11500,4.99,Unfurnished,02-07-2024,Family,Yes,No,2,8,North,No,7,23-10-2025,Yes,0,102000,Housing.com
RNT203896,PROP503749,Bhopal,Madhya Pradesh,Zone F,Apartment,2,2,3,1604,1845,13500,135000,10,1500,15000,8.42,Furnished,13-09-2024,Any,Yes,No,9,9,North,Yes,4,19-04-2025,Yes,0,162000,Owner
RNT203897,PROP503247,Patna,Bihar,Zone B,Penthouse,1,1,2,1391,1600,11000,66000,6,2500,13500,7.91,Unfurnished,02-06-2025,Family,No,Yes,17,20,South-East,Yes,3,19-10-2024,Yes,0,132000,99acres
RNT203898,PROP504724,Patna,Bihar,Zone F,Independent House,1,1,2,1405,1616,10500,21000,2,1500,12000,7.47,Semi-Furnished,05-04-2025,Any,Yes,No,14,17,South-East,No,4,16-06-2025,Yes,0.5,126000,NoBroker
RNT203899,PROP500712,Patna,Bihar,Zone H,Apartment,2,2,3,1573,1809,11500,57500,5,1500,13000,7.31,Unfurnished,04-05-2025,Family,Yes,No,1,3,North,Yes,5,29-10-2025,Yes,1,138000,99acres
RNT203900,PROP505188,Indore,Madhya Pradesh,Zone D,Independent House,3,3,4,1673,1924,10500,105000,10,1500,12000,6.28,Furnished,28-12-2024,Any,Yes,No,14,24,South-East,Yes,5,21-09-2025,Yes,0.5,126000,MagicBricks
RNT203901,PROP503020,Lucknow,Uttar Pradesh,Zone E,Studio,1,1,2,1478,1700,8500,85000,10,2000,10500,5.75,Unfurnished,27-02-2024,Family,Yes,No,2,2,East,Yes,6,04-01-2023,Yes,2,102000,NoBroker
RNT203902,PROP501051,Pune,Maharashtra,Kalyani Nagar,Villa,1,1,2,1526,1755,13000,78000,6,2500,15500,8.52,Unfurnished,28-10-2025,Bachelors,Yes,No,23,38,North-West,Yes,6,18-10-2024,Yes,0,156000,NoBroker
RNT203903,PROP505815,Coimbatore,Tamil Nadu,Zone D,Villa,1,1,2,1635,1880,7000,21000,3,2000,9000,4.28,Semi-Furnished,23-02-2024,Family,No,No,1,6,South-West,Yes,3,24-08-2024,Yes,0,84000,NoBroker
RNT203904,PROP505063,Kochi,Kerala,Zone H,Builder Floor,3,3,4,1923,2211,14500,72500,5,0,14500,7.54,Semi-Furnished,23-10-2025,Any,No,No,4,29,South-West,Yes,6,20-11-2025,Yes,0,174000,NoBroker
RNT203905,PROP504840,Bangalore,Karnataka,Indiranagar,Villa,1,1,2,1385,1593,13000,78000,6,3500,16500,9.39,Unfurnished,01-03-2025,Bachelors,No,Yes,5,20,South-West,Yes,6,06-11-2025,Yes,0,156000,MagicBricks
RNT203906,PROP504582,Indore,Madhya Pradesh,Zone C,Builder Floor,2,2,3,1816,2088,9500,47500,5,2500,12000,5.23,Unfurnished,10-01-2024,Bachelors,Yes,No,10,32,South,No,4,05-07-2023,No,0.5,114000,99acres
RNT203907,PROP501648,Mumbai,Maharashtra,Malad,Studio,2,2,3,1771,2037,35000,175000,5,1500,36500,19.76,Unfurnished,20-06-2024,Family,No,No,9,25,West,Yes,5,26-04-2025,Yes,2,420000,NoBroker
RNT203908,PROP503780,Surat,Gujarat,Katargam,Penthouse,1,1,2,890,1023,9000,27000,3,1500,10500,10.11,Unfurnished,29-12-2024,Any,Yes,Yes,20,21,South-East,Yes,6,08-05-2024,Yes,0,108000,MagicBricks
RNT203909,PROP502779,Hyderabad,Telangana,Kondapur,Studio,2,2,3,1638,1884,30500,91500,3,3500,34000,18.62,Semi-Furnished,13-03-2025,Any,Yes,No,21,34,North,Yes,3,18-05-2025,Yes,0.5,366000,NoBroker
RNT203910,PROP501177,Ahmedabad,Gujarat,Gota,Row House,1,1,2,1343,1544,11500,23000,2,1500,13000,8.56,Furnished,10-11-2024,Any,Yes,Yes,11,23,East,Yes,4,01-07-2024,Yes,0,138000,Owner
RNT203911,PROP502812,Indore,Madhya Pradesh,Zone H,Villa,3,3,4,2306,2652,21000,105000,5,0,21000,9.11,Unfurnished,28-02-2024,Any,Yes,Yes,9,15,West,Yes,6,09-06-2024,Yes,2,252000,MagicBricks
RNT203912,PROP502008,Nagpur,Maharashtra,Zone A,Independent House,3,3,4,2319,2667,14500,43500,3,2000,16500,6.25,Furnished,19-01-2025,Family,No,No,8,34,North,Yes,8,18-03-2025,No,2,174000,99acres
RNT203913,PROP505477,Nagpur,Maharashtra,Zone D,Builder Floor,2,2,3,1679,1931,13000,26000,2,2000,15000,7.74,Semi-Furnished,01-08-2025,Any,No,No,17,37,North,Yes,8,24-08-2025,Yes,1,156000,99acres
RNT203914,PROP503386,Chennai,Tamil Nadu,Ambattur,Villa,2,2,3,2119,2437,24500,49000,2,3000,27500,11.56,Unfurnished,07-11-2024,Bachelors,Yes,No,21,31,West,No,8,29-12-2024,Yes,0,294000,99acres
RNT203915,PROP503570,Mumbai,Maharashtra,Bandra,Apartment,3,3,4,1738,1999,72000,216000,3,2500,74500,41.43,Furnished,07-04-2024,Working Professionals,Yes,No,3,7,South,Yes,7,17-07-2023,Yes,1,864000,MagicBricks
RNT203916,PROP502292,Chandigarh,Chandigarh,Zone I,Independent House,5,5,5,2572,2958,20500,102500,5,0,20500,7.97,Furnished,11-07-2025,Working Professionals,No,Yes,1,22,North-East,Yes,5,31-03-2024,Yes,0.5,246000,MagicBricks
RNT203917,PROP503577,Kochi,Kerala,Zone F,Row House,4,4,5,2361,2715,15000,150000,10,2500,17500,6.35,Furnished,17-11-2025,Bachelors,No,No,27,38,West,Yes,7,01-09-2025,Yes,1,180000,Housing.com
RNT203918,PROP501898,Lucknow,Uttar Pradesh,Zone H,Row House,2,2,3,1762,2026,12500,25000,2,0,12500,7.09,Semi-Furnished,01-04-2024,Any,Yes,No,2,4,South,Yes,7,21-10-2025,No,2,150000,MagicBricks
RNT203919,PROP503643,Vadodara,Gujarat,Zone B,Penthouse,3,3,4,1942,2233,14000,70000,5,0,14000,7.21,Semi-Furnished,01-05-2025,Family,Yes,No,15,34,North-East,Yes,4,19-04-2025,Yes,0,168000,99acres
RNT203920,PROP503190,Delhi,Delhi,Hauz Khas,Studio,2,2,3,1340,1541,30000,60000,2,1500,31500,22.39,Furnished,15-11-2024,Working Professionals,Yes,No,18,35,South-East,Yes,5,11-10-2023,No,0,360000,NoBroker
RNT203921,PROP502115,Chennai,Tamil Nadu,Chromepet,Row House,1,1,2,1549,1781,22500,67500,3,2000,24500,14.53,Furnished,09-02-2025,Any,Yes,No,12,33,East,Yes,6,11-02-2025,No,0.5,270000,Owner
RNT203922,PROP504741,Kolkata,West Bengal,Alipore,Row House,2,2,3,1826,2100,13000,78000,6,3000,16000,7.12,Semi-Furnished,20-11-2025,Bachelors,Yes,No,12,29,East,Yes,5,21-12-2024,Yes,0.5,156000,99acres
RNT203923,PROP503892,Bhopal,Madhya Pradesh,Zone C,Villa,3,3,4,2064,2374,13500,135000,10,1500,15000,6.54,Semi-Furnished,11-07-2025,Working Professionals,No,No,17,18,South-West,Yes,5,28-10-2023,Yes,2,162000,MagicBricks
RNT203924,PROP502329,Kolkata,West Bengal,Dumdum,Row House,4,4,5,2622,3015,25500,127500,5,0,25500,9.73,Furnished,12-01-2025,Bachelors,Yes,No,21,23,West,No,7,31-12-2025,Yes,1,306000,NoBroker
RNT203925,PROP505068,Bhopal,Madhya Pradesh,Zone C,Penthouse,5,5,5,2833,3258,19500,195000,10,2500,22000,6.88,Semi-Furnished,05-04-2025,Bachelors,Yes,No,8,14,North-West,Yes,3,28-08-2025,Yes,0,234000,99acres
RNT203926,PROP505160,Coimbatore,Tamil Nadu,Zone B,Studio,3,3,4,2056,2364,16000,80000,5,2000,18000,7.78,Unfurnished,11-02-2025,Bachelors,Yes,Yes,5,13,East,Yes,8,09-10-2023,No,0,192000,Owner
RNT203927,PROP500175,Indore,Madhya Pradesh,Zone I,Row House,2,2,3,1547,1779,16500,82500,5,3000,19500,10.67,Unfurnished,16-07-2025,Any,No,No,11,37,North,Yes,5,30-06-2024,Yes,2,198000,NoBroker
RNT203928,PROP505714,Mumbai,Maharashtra,Malad,Apartment,1,1,2,1257,1446,39000,117000,3,2000,41000,31.03,Semi-Furnished,01-02-2024,Working Professionals,Yes,Yes,9,29,South-East,Yes,5,17-09-2023,No,0,468000,Housing.com
RNT203929,PROP502359,Nagpur,Maharashtra,Zone H,Villa,2,2,3,1610,1851,12000,24000,2,0,12000,7.45,Furnished,11-04-2025,Family,No,No,9,16,North-West,Yes,5,18-12-2025,No,0,144000,Owner
RNT203930,PROP500079,Lucknow,Uttar Pradesh,Zone H,Villa,3,3,4,1813,2085,9500,57000,6,3000,12500,5.24,Semi-Furnished,28-12-2025,Bachelors,Yes,No,15,23,West,Yes,5,28-04-2023,No,0,114000,Housing.com
RNT203931,PROP505570,Nagpur,Maharashtra,Zone G,Apartment,3,3,4,1608,1849,15500,46500,3,2500,18000,9.64,Semi-Furnished,07-09-2024,Any,No,Yes,19,19,South-West,No,5,09-01-2024,No,0.5,186000,Owner
RNT203932,PROP501269,Kochi,Kerala,Zone I,Studio,3,3,4,1935,2225,18500,55500,3,3000,21500,9.56,Unfurnished,17-08-2025,Bachelors,Yes,No,12,38,South-East,Yes,5,13-09-2023,No,0,222000,Housing.com
RNT203933,PROP502480,Kochi,Kerala,Zone E,Studio,1,1,2,1409,1620,5000,30000,6,0,5000,3.55,Furnished,16-09-2025,Working Professionals,Yes,No,21,28,North-East,Yes,6,07-03-2023,Yes,2,60000,MagicBricks
RNT203934,PROP504320,Ahmedabad,Gujarat,Chandkheda,Independent House,3,3,4,2001,2301,20500,41000,2,3500,24000,10.24,Furnished,29-06-2024,Any,Yes,No,11,27,South-West,No,3,23-05-2024,No,0,246000,NoBroker
RNT203935,PROP504362,Indore,Madhya Pradesh,Zone F,Villa,1,1,2,1649,1896,5500,55000,10,0,5500,3.34,Furnished,06-01-2025,Family,No,No,28,30,South-East,No,7,26-07-2023,No,0.5,66000,99acres
RNT203936,PROP501816,Delhi,Delhi,Pitampura,Penthouse,2,2,3,1591,1830,27000,270000,10,2500,29500,16.97,Furnished,16-11-2025,Family,No,No,33,37,South,Yes,7,26-09-2025,Yes,2,324000,MagicBricks
RNT203937,PROP503360,Bhopal,Madhya Pradesh,Zone B,Row House,3,3,4,2277,2619,14000,42000,3,0,14000,6.15,Furnished,11-10-2025,Bachelors,No,Yes,4,15,North,Yes,5,11-12-2024,Yes,0.5,168000,MagicBricks
RNT203938,PROP505971,Ahmedabad,Gujarat,Gota,Builder Floor,5,5,5,2748,3160,24500,73500,3,2500,27000,8.92,Semi-Furnished,18-10-2024,Any,Yes,No,20,24,West,Yes,3,11-06-2024,Yes,0.5,294000,99acres
RNT203939,PROP500160,Hyderabad,Telangana,Miyapur,Row House,3,3,4,2238,2574,24500,245000,10,3500,28000,10.95,Furnished,20-12-2025,Any,Yes,Yes,3,17,South-East,No,8,10-10-2024,No,1,294000,Housing.com
RNT203940,PROP503453,Ahmedabad,Gujarat,Satellite,Builder Floor,2,2,3,1503,1728,16000,48000,3,2500,18500,10.65,Unfurnished,13-07-2024,Any,No,No,6,30,South-West,Yes,6,22-06-2025,No,0,192000,NoBroker
RNT203941,PROP502844,Kolkata,West Bengal,Jadavpur,Row House,5,5,5,2648,3045,30000,180000,6,1500,31500,11.33,Furnished,24-03-2025,Family,No,No,30,39,West,No,8,21-06-2024,No,0,360000,MagicBricks
RNT203942,PROP501236,Jaipur,Rajasthan,Ajmer Road,Independent House,1,1,2,1320,1518,10000,20000,2,3500,13500,7.58,Furnished,03-09-2024,Bachelors,Yes,No,10,16,North-West,Yes,3,11-06-2025,Yes,1,120000,MagicBricks
RNT203943,PROP501857,Chandigarh,Chandigarh,Zone D,Row House,3,3,4,2127,2446,10000,20000,2,2000,12000,4.7,Furnished,06-04-2024,Bachelors,Yes,No,13,19,North-East,No,6,22-10-2023,No,0,120000,MagicBricks
RNT203944,PROP502569,Lucknow,Uttar Pradesh,Zone B,Builder Floor,1,1,2,1316,1513,8000,40000,5,3500,11500,6.08,Unfurnished,07-09-2024,Any,Yes,No,7,16,South,Yes,4,11-05-2025,Yes,0.5,96000,Owner
RNT203945,PROP500811,Bangalore,Karnataka,Sarjapur,Studio,3,3,4,2043,2349,33500,67000,2,1500,35000,16.4,Unfurnished,11-11-2025,Working Professionals,No,Yes,8,12,South,Yes,4,12-11-2023,Yes,0,402000,NoBroker
RNT203946,PROP505055,Coimbatore,Tamil Nadu,Zone C,Villa,2,2,3,1996,2295,9500,95000,10,2000,11500,4.76,Unfurnished,01-08-2025,Bachelors,No,No,5,8,North-East,No,3,04-03-2025,Yes,0,114000,Housing.com
RNT203947,PROP503123,Bhopal,Madhya Pradesh,Zone G,Penthouse,5,5,5,2329,2678,17500,35000,2,0,17500,7.51,Semi-Furnished,25-01-2024,Working Professionals,Yes,Yes,32,38,North-West,Yes,3,06-09-2024,No,0.5,210000,Housing.com
RNT203948,PROP504502,Nagpur,Maharashtra,Zone E,Studio,2,2,3,1643,1889,9500,95000,10,2500,12000,5.78,Furnished,20-09-2024,Family,Yes,No,21,31,South-West,Yes,7,20-04-2023,Yes,0.5,114000,Owner
RNT203949,PROP500366,Delhi,Delhi,Greater Kailash,Row House,4,4,5,2529,2908,41500,83000,2,3500,45000,16.41,Semi-Furnished,10-03-2024,Any,No,No,19,40,North-East,No,7,22-04-2025,Yes,0,498000,Housing.com
RNT203950,PROP502901,Surat,Gujarat,Udhna,Penthouse,5,5,5,2668,3068,16500,33000,2,1500,18000,6.18,Furnished,30-06-2025,Bachelors,Yes,Yes,4,15,South-West,Yes,6,06-03-2024,No,1,198000,Housing.com
RNT203951,PROP502524,Chandigarh,Chandigarh,Zone I,Studio,2,2,3,1800,2070,14000,84000,6,0,14000,7.78,Semi-Furnished,19-12-2024,Bachelors,Yes,No,2,31,North-West,Yes,5,30-01-2025,Yes,2,168000,MagicBricks
RNT203952,PROP501200,Bangalore,Karnataka,Koramangala,Studio,1,1,2,1504,1730,28000,56000,2,3000,31000,18.62,Furnished,13-05-2024,Working Professionals,Yes,Yes,5,26,South,Yes,8,20-10-2025,Yes,0,336000,Housing.com
RNT203953,PROP500592,Jaipur,Rajasthan,Mansarovar,Independent House,1,1,2,1255,1443,14500,145000,10,3500,18000,11.55,Unfurnished,03-01-2024,Family,No,Yes,32,32,East,Yes,3,10-08-2024,Yes,0,174000,99acres
RNT203954,PROP502934,Nagpur,Maharashtra,Zone F,Independent House,2,2,3,2202,2532,13000,39000,3,1500,14500,5.9,Unfurnished,15-05-2025,Bachelors,Yes,No,4,12,South-East,Yes,5,12-11-2025,No,0,156000,99acres
RNT203955,PROP505924,Kolkata,West Bengal,Salt Lake,Studio,2,2,3,1614,1856,21000,42000,2,2500,23500,13.01,Furnished,23-03-2025,Family,Yes,No,20,34,North-East,Yes,5,05-07-2024,Yes,0,252000,NoBroker
RNT203956,PROP505659,Jaipur,Rajasthan,Pratap Nagar,Villa,2,2,3,1629,1873,8000,80000,10,0,8000,4.91,Furnished,18-06-2024,Bachelors,No,No,5,30,South,Yes,6,19-02-2023,Yes,1,96000,Housing.com
RNT203957,PROP505950,Nagpur,Maharashtra,Zone H,Independent House,2,2,3,1975,2271,14500,87000,6,2500,17000,7.34,Semi-Furnished,20-07-2025,Family,No,No,11,28,North-West,Yes,3,04-11-2025,Yes,0.5,174000,NoBroker
RNT203958,PROP501675,Jaipur,Rajasthan,Vaishali Nagar,Independent House,5,5,5,2514,2891,15500,155000,10,2000,17500,6.17,Unfurnished,16-07-2025,Working Professionals,Yes,No,6,39,North-East,No,8,24-05-2025,No,0,186000,NoBroker
RNT203959,PROP504746,Chennai,Tamil Nadu,T Nagar,Penthouse,3,3,4,2343,2694,25000,125000,5,2000,27000,10.67,Furnished,13-05-2025,Family,No,No,3,37,West,Yes,8,01-01-2024,Yes,0.5,300000,MagicBricks
RNT203960,PROP501866,Kochi,Kerala,Zone G,Independent House,3,3,4,2136,2456,13500,135000,10,2000,15500,6.32,Furnished,18-11-2024,Family,Yes,No,7,9,North,Yes,4,29-05-2023,No,0.5,162000,Housing.com
RNT203961,PROP503860,Bangalore,Karnataka,Whitefield,Villa,2,2,3,1961,2255,28000,280000,10,3000,31000,14.28,Semi-Furnished,09-10-2024,Family,Yes,No,14,29,South-West,Yes,3,24-05-2023,No,0.5,336000,Housing.com
RNT203962,PROP504740,Lucknow,Uttar Pradesh,Zone F,Penthouse,1,1,2,1346,1548,13500,135000,10,2000,15500,10.03,Unfurnished,24-05-2025,Working Professionals,Yes,Yes,13,17,South,Yes,7,28-04-2025,Yes,1,162000,99acres
RNT203963,PROP505788,Chennai,Tamil Nadu,Anna Nagar,Penthouse,3,3,4,2149,2471,18500,111000,6,2500,21000,8.61,Semi-Furnished,07-07-2024,Working Professionals,Yes,Yes,24,38,South,Yes,3,14-12-2023,Yes,2,222000,MagicBricks
RNT203964,PROP505249,Visakhapatnam,Andhra Pradesh,Zone A,Row House,5,5,5,2393,2752,14500,29000,2,0,14500,6.06,Semi-Furnished,18-07-2025,Working Professionals,No,Yes,5,30,North,No,8,01-08-2023,Yes,0,174000,99acres
RNT203965,PROP500800,Chennai,Tamil Nadu,Ambattur,Row House,1,1,2,1252,1440,14500,43500,3,2000,16500,11.58,Semi-Furnished,20-03-2024,Any,Yes,No,6,22,North-West,No,7,27-07-2025,Yes,0,174000,Housing.com
RNT203966,PROP500522,Kochi,Kerala,Zone B,Villa,5,5,5,2275,2616,22000,110000,5,2000,24000,9.67,Unfurnished,03-02-2025,Bachelors,No,No,34,38,East,Yes,3,26-07-2023,Yes,0,264000,MagicBricks
RNT203967,PROP503674,Kochi,Kerala,Zone D,Independent House,3,3,4,1895,2179,17000,102000,6,0,17000,8.97,Unfurnished,12-09-2024,Any,Yes,No,3,4,North-East,Yes,6,27-01-2025,No,0,204000,NoBroker
RNT203968,PROP502772,Delhi,Delhi,Greater Kailash,Villa,4,4,5,1998,2298,39000,117000,3,0,39000,19.52,Unfurnished,18-06-2025,Any,Yes,No,7,25,North-East,No,8,13-07-2024,No,2,468000,99acres
RNT203969,PROP501267,Coimbatore,Tamil Nadu,Zone D,Independent House,3,3,4,1984,2282,12500,25000,2,2500,15000,6.3,Unfurnished,05-02-2025,Working Professionals,No,Yes,2,8,East,Yes,8,29-09-2024,No,2,150000,99acres
RNT203970,PROP503683,Chennai,Tamil Nadu,Perambur,Penthouse,2,2,3,1816,2088,26000,78000,3,2500,28500,14.32,Furnished,12-07-2024,Bachelors,Yes,Yes,3,5,South-West,No,3,21-05-2024,Yes,0,312000,Housing.com
RNT203971,PROP500110,Bangalore,Karnataka,Koramangala,Villa,3,3,4,1683,1935,34000,340000,10,0,34000,20.2,Unfurnished,16-11-2024,Bachelors,Yes,No,2,4,North-West,Yes,6,04-07-2023,Yes,2,408000,Owner
RNT203972,PROP502207,Chennai,Tamil Nadu,Perambur,Builder Floor,2,2,3,1787,2055,29000,290000,10,1500,30500,16.23,Unfurnished,29-11-2024,Family,No,No,20,28,East,Yes,5,22-10-2024,Yes,0.5,348000,MagicBricks
RNT203973,PROP501509,Kolkata,West Bengal,New Town,Independent House,5,5,5,2683,3085,29500,147500,5,1500,31000,11,Furnished,20-07-2025,Any,Yes,No,12,38,South-East,Yes,6,13-12-2024,Yes,0,354000,Housing.com
RNT203974,PROP505112,Hyderabad,Telangana,Jubilee Hills,Villa,1,1,2,1315,1512,13500,67500,5,2500,16000,10.27,Semi-Furnished,16-03-2024,Bachelors,Yes,Yes,10,10,West,No,8,18-03-2024,No,1,162000,Owner
RNT203975,PROP504564,Visakhapatnam,Andhra Pradesh,Zone B,Row House,1,1,2,1447,1664,9000,90000,10,3000,12000,6.22,Furnished,09-07-2024,Any,Yes,Yes,29,39,North-West,Yes,6,23-02-2024,Yes,0.5,108000,MagicBricks
RNT203976,PROP504501,Indore,Madhya Pradesh,Zone B,Builder Floor,5,5,5,2678,3080,19000,190000,10,1500,20500,7.09,Semi-Furnished,12-05-2024,Bachelors,No,Yes,2,20,South-East,Yes,7,29-07-2024,No,0.5,228000,Owner
RNT203977,PROP503501,Indore,Madhya Pradesh,Zone D,Row House,2,2,3,1626,1870,13500,67500,5,2000,15500,8.3,Unfurnished,18-04-2024,Bachelors,No,No,18,25,North-East,Yes,7,28-06-2023,Yes,0,162000,99acres
RNT203978,PROP502546,Kolkata,West Bengal,Alipore,Row House,3,3,4,1944,2236,23000,115000,5,3000,26000,11.83,Unfurnished,12-10-2025,Working Professionals,Yes,Yes,16,27,East,Yes,4,16-05-2023,Yes,1,276000,MagicBricks
RNT203979,PROP505893,Bhopal,Madhya Pradesh,Zone E,Independent House,2,2,3,1967,2262,9500,19000,2,3000,12500,4.83,Furnished,23-08-2024,Bachelors,Yes,No,34,36,West,Yes,7,16-10-2024,No,1,114000,99acres
RNT203980,PROP503720,Vadodara,Gujarat,Zone J,Penthouse,1,1,2,1203,1383,9000,54000,6,2500,11500,7.48,Semi-Furnished,18-06-2025,Bachelors,Yes,No,32,35,South-West,No,5,12-06-2023,No,2,108000,NoBroker
RNT203981,PROP504602,Kochi,Kerala,Zone J,Row House,2,2,3,1671,1922,12500,75000,6,1500,14000,7.48,Furnished,16-02-2025,Any,No,No,2,10,West,Yes,3,15-02-2024,Yes,2,150000,Owner
RNT203982,PROP500278,Delhi,Delhi,Vasant Kunj,Row House,5,5,5,2834,3259,41500,207500,5,0,41500,14.64,Semi-Furnished,13-12-2024,Any,Yes,No,30,37,North-East,Yes,8,05-08-2023,Yes,0.5,498000,NoBroker
RNT203983,PROP504456,Ahmedabad,Gujarat,Gota,Independent House,2,2,3,1513,1740,11000,22000,2,3500,14500,7.27,Unfurnished,02-10-2025,Bachelors,No,No,2,2,East,No,5,27-06-2024,No,1,132000,MagicBricks
RNT203984,PROP505100,Kochi,Kerala,Zone I,Studio,5,5,5,2514,2891,20500,41000,2,3500,24000,8.15,Unfurnished,28-07-2024,Working Professionals,No,No,1,5,South-West,Yes,6,04-02-2023,No,0,246000,Housing.com
RNT203985,PROP500902,Pune,Maharashtra,Hadapsar,Penthouse,1,1,2,1412,1624,19500,58500,3,3500,23000,13.81,Semi-Furnished,08-01-2025,Family,No,Yes,5,6,South,Yes,4,12-02-2023,No,0,234000,Housing.com
RNT203986,PROP504030,Chandigarh,Chandigarh,Zone D,Apartment,1,1,2,1246,1433,6000,60000,10,0,6000,4.82,Unfurnished,09-02-2025,Bachelors,Yes,Yes,5,6,North-East,No,8,27-02-2025,Yes,0,72000,Housing.com
RNT203987,PROP502045,Hyderabad,Telangana,Jubilee Hills,Villa,1,1,2,1630,1874,20500,205000,10,2000,22500,12.58,Unfurnished,02-12-2024,Working Professionals,No,No,1,2,East,Yes,8,01-07-2025,No,0,246000,Housing.com
RNT203988,PROP500545,Visakhapatnam,Andhra Pradesh,Zone C,Apartment,2,2,3,1899,2184,12500,75000,6,3000,15500,6.58,Furnished,24-01-2025,Bachelors,Yes,Yes,4,34,South,Yes,8,28-07-2023,Yes,0,150000,99acres
RNT203989,PROP502956,Bhopal,Madhya Pradesh,Zone A,Independent House,1,1,2,1492,1716,8000,24000,3,2000,10000,5.36,Unfurnished,20-06-2024,Working Professionals,No,No,6,7,South,Yes,3,03-11-2024,No,0,96000,Owner
RNT203990,PROP504500,Pune,Maharashtra,Pashan,Row House,3,3,4,2173,2499,19500,195000,10,3000,22500,8.97,Unfurnished,06-04-2025,Any,No,Yes,3,7,West,Yes,3,29-05-2025,Yes,2,234000,Housing.com
RNT203991,PROP500900,Kochi,Kerala,Zone A,Independent House,3,3,4,2076,2387,15000,30000,2,2500,17500,7.23,Unfurnished,25-12-2024,Bachelors,Yes,No,3,24,North-East,No,8,29-09-2024,No,0,180000,Housing.com
RNT203992,PROP500237,Kolkata,West Bengal,Dumdum,Studio,3,3,4,1881,2163,23000,115000,5,2000,25000,12.23,Semi-Furnished,08-04-2024,Any,Yes,No,2,4,South,No,8,30-01-2025,Yes,0.5,276000,99acres
RNT203993,PROP503937,Patna,Bihar,Zone G,Independent House,1,1,2,1135,1305,10500,52500,5,0,10500,9.25,Furnished,18-10-2024,Working Professionals,No,No,8,8,South-West,Yes,4,24-06-2024,Yes,2,126000,99acres
RNT203994,PROP500461,Hyderabad,Telangana,Miyapur,Independent House,3,3,4,1694,1948,22000,110000,5,2500,24500,12.99,Semi-Furnished,25-05-2025,Family,Yes,No,7,29,South,No,5,13-03-2023,Yes,0,264000,MagicBricks
RNT203995,PROP504340,Kochi,Kerala,Zone F,Studio,1,1,2,1356,1559,7000,42000,6,3000,10000,5.16,Furnished,15-07-2025,Any,Yes,No,11,19,North-East,Yes,6,20-09-2024,Yes,2,84000,Housing.com
RNT203996,PROP503614,Hyderabad,Telangana,Nallagandla,Builder Floor,4,4,5,2171,2497,37000,222000,6,1500,38500,17.04,Furnished,07-10-2025,Any,Yes,No,14,23,South-East,No,6,05-06-2023,Yes,0,444000,Housing.com
RNT203997,PROP504932,Hyderabad,Telangana,Kukatpally,Apartment,5,5,5,2556,2939,35000,350000,10,2000,37000,13.69,Semi-Furnished,30-11-2024,Any,Yes,Yes,3,3,South-West,Yes,8,14-10-2025,No,0,420000,MagicBricks
RNT203998,PROP500043,Bhopal,Madhya Pradesh,Zone J,Penthouse,3,3,4,1966,2261,18000,54000,3,0,18000,9.16,Furnished,06-06-2024,Bachelors,Yes,Yes,1,23,South-West,Yes,4,30-04-2023,No,1,216000,MagicBricks
RNT203999,PROP503458,Chandigarh,Chandigarh,Zone F,Independent House,4,4,5,2000,2300,16000,160000,10,0,16000,8,Unfurnished,16-03-2024,Bachelors,No,No,9,29,South-West,Yes,5,19-05-2024,No,0,192000,MagicBricks
