transaction_id,property_id,listing_id,city,state,locality,property_type,bhk,carpet_area_sqft,built_up_area_sqft,listed_price_inr,sale_price_inr,price_per_sqft,discount_percent,sale_date,sale_year,sale_quarter,stamp_duty_percent,stamp_duty_inr,registration_charges_inr,total_transaction_cost,transaction_type,financing_type,loan_amount_inr,builder_name,possession_status,age_of_property_years,yoy_price_appreciation_pct,cap_rate_percent,rera_registered,facing,floor_number,market_segment
TXN304445,PROP504335,RES100194,Pune,Maharashtra,Pashan,Penthouse,3,1927,2216,22600000,22110000,11474,2.15,2026-11-14,2026,Q4,7,1547700,221100,23878800,New Property,Home Loan,18009440,Phoenix Mills,Under Construction,10,5.51,5.67,Yes,South,3,Luxury
TXN304446,PROP501234,RES102789,Ahmedabad,Gujarat,Maninagar,Builder Floor,5,2478,2850,10300000,9700000,3914,5.79,2024-12-19,2024,Q4,6,582000,97000,10379000,New Property,NRI,7399050,DLF,Under Construction,17,7.06,6.47,No,East,1,Mid
TXN304447,PROP500913,RES103934,Kochi,Kerala,Zone A,Builder Floor,3,2080,2392,9600000,8720000,4192,9.17,2025-12-12,2025,Q4,4,348800,87200,9156000,Resale,Institutional,0,Emaar India,Ready to Move,20,11.1,5.7,No,North-West,34,Mid
TXN304448,PROP505140,RES105637,Bhopal,Madhya Pradesh,Zone F,Independent House,2,1304,1500,4900000,4600000,3528,6.15,2024-09-13,2024,Q3,6,276000,46000,4922000,New Property,Institutional,3498324,Phoenix Mills,Ready to Move,17,13.22,3.75,Yes,East,34,Affordable
TXN304449,PROP503878,RES105725,Pune,Maharashtra,Wakad,Row House,3,2086,2399,20000000,18240000,8744,8.82,2023-08-26,2023,Q3,5,912000,182400,19334400,Resale,Home Loan,14456904,Lodha Group,New Launch,1,5.46,3.24,Yes,South-East,6,Luxury
TXN304450,PROP500929,RES102876,Kolkata,West Bengal,Alipore,Builder Floor,2,1948,2240,20200000,18670000,9584,7.59,2022-07-03,2022,Q3,4,746800,186700,19603500,Resale,Home Loan,15547781,Phoenix Mills,New Launch,0,5.64,3.07,Yes,North,19,Luxury
TXN304451,PROP505976,RES104786,Delhi,Delhi,Pitampura,Independent House,3,2247,2584,16700000,15550000,6920,6.91,2024-04-11,2024,Q2,6,933000,155500,16638500,New Property,NRI,12003979,Tata Housing,Ready to Move,1,12.6,6.4,Yes,South,3,Luxury
TXN304452,PROP504479,RES105842,Visakhapatnam,Andhra Pradesh,Zone D,Apartment,1,1356,1559,6100000,5630000,4152,7.72,2026-02-20,2026,Q1,5,281500,56300,5967800,New Property,Institutional,4275876,Kolte Patil,Under Construction,10,7.27,5.97,Yes,South-East,17,Mid
TXN304453,PROP503571,RES100212,Surat,Gujarat,Citylight,Villa,2,1478,1700,6700000,6690000,4526,0.08,2026-07-28,2026,Q3,4,267600,66900,7024500,Resale,NRI,0,Brigade Group,New Launch,2,9.96,3.03,No,North-East,2,Mid
TXN304454,PROP503963,RES101977,Chandigarh,Chandigarh,Zone A,Builder Floor,5,2719,3127,12800000,11980000,4406,6.37,2025-09-07,2025,Q3,5,599000,119800,12698800,New Property,NRI,10071037,Kolte Patil,Under Construction,23,5.59,5.55,No,North-West,10,Mid
TXN304455,PROP501570,RES103195,Mumbai,Maharashtra,Borivali,Villa,5,2849,3276,60600000,57220000,20084,5.58,2023-06-20,2023,Q2,7,4005400,572200,61797600,New Property,NRI,47542728,Brigade Group,Ready to Move,12,7.58,2.53,No,North-East,31,Luxury
TXN304456,PROP503627,RES102972,Visakhapatnam,Andhra Pradesh,Zone B,Row House,5,2550,2932,10800000,10090000,3957,6.6,2022-12-05,2022,Q4,4,403600,100900,10594500,New Property,Cash,7642033,Emaar India,Under Construction,1,13.79,3.39,Yes,North-East,18,Mid
TXN304457,PROP501965,RES100439,Nagpur,Maharashtra,Zone C,Independent House,5,2514,2891,8900000,8760000,3484,1.56,2026-05-26,2026,Q2,6,525600,87600,9373200,New Property,Institutional,6364601,Sobha Limited,Under Construction,1,13.41,3.83,No,South-East,29,Mid
TXN304458,PROP505365,RES100924,Bangalore,Karnataka,Indiranagar,Apartment,5,2671,3072,17700000,16770000,6279,5.26,2025-07-13,2025,Q3,7,1173900,167700,18111600,New Property,Cash,12492588,Godrej Properties,Ready to Move,1,14.74,6.08,Yes,South,1,Luxury
TXN304459,PROP505036,RES105953,Indore,Madhya Pradesh,Zone J,Penthouse,3,1962,2256,7800000,7210000,3675,7.54,2024-07-30,2024,Q3,5,360500,72100,7642600,Resale,NRI,0,Shapoorji Pallonji,New Launch,2,2.56,2.79,Yes,East,15,Mid
TXN304460,PROP503606,RES103752,Mumbai,Maharashtra,Kurla,Row House,1,1377,1584,27500000,25520000,18533,7.2,2024-12-15,2024,Q4,5,1276000,255200,27051200,Resale,Home Loan,18357035,Tata Housing,New Launch,22,6.19,5.19,No,South-West,1,Luxury
TXN304461,PROP505383,RES104317,Surat,Gujarat,Adajan,Penthouse,1,1575,1811,7100000,6620000,4203,6.73,2024-10-11,2024,Q4,5,331000,66200,7017200,New Property,Home Loan,5017497,Phoenix Mills,Under Construction,4,2.94,6.15,Yes,North-West,7,Mid
TXN304462,PROP500768,RES102540,Mumbai,Maharashtra,Thane,Builder Floor,1,1289,1482,26900000,26820000,20807,0.29,2022-12-10,2022,Q4,5,1341000,268200,28429200,Resale,Institutional,0,Raymond Realty,New Launch,8,1.95,3.66,No,North,28,Luxury
TXN304463,PROP501131,RES104626,Vadodara,Gujarat,Zone F,Row House,2,1589,1827,7100000,6540000,4116,7.9,2024-06-14,2024,Q2,5,327000,65400,6932400,Resale,Institutional,0,Shapoorji Pallonji,Under Construction,2,14.48,4.36,Yes,East,4,Mid
TXN304464,PROP505715,RES105152,Jaipur,Rajasthan,Mansarovar,Builder Floor,1,1385,1593,7500000,6870000,4960,8.41,2024-02-01,2024,Q1,7,480900,68700,7419600,Resale,Home Loan,0,Lodha Group,New Launch,2,9.78,4.07,No,South-East,29,Mid
TXN304465,PROP504430,RES103468,Bangalore,Karnataka,Bellandur,Apartment,2,1506,1732,10500000,10190000,6766,2.93,2023-09-29,2023,Q3,5,509500,101900,10801400,New Property,NRI,8408700,Sobha Limited,New Launch,15,7.26,3.41,Yes,South,8,Mid
TXN304466,PROP505344,RES101479,Bhopal,Madhya Pradesh,Zone F,Studio,2,1505,1731,6600000,6090000,4047,7.73,2022-04-03,2022,Q2,4,243600,60900,6394500,Resale,Home Loan,4667287,Phoenix Mills,New Launch,19,6.04,3.39,Yes,South,24,Mid
TXN304467,PROP501624,RES106393,Pune,Maharashtra,Pashan,Penthouse,2,1296,1490,9500000,8850000,6829,6.82,2026-01-03,2026,Q1,5,442500,88500,9381000,Resale,NRI,0,Hiranandani,Under Construction,8,6.05,2.75,Yes,North-East,6,Mid
TXN304468,PROP501930,RES100816,Jaipur,Rajasthan,Sirsi Road,Villa,5,2214,2546,9100000,8500000,3839,6.62,2026-05-17,2026,Q2,5,425000,85000,9010000,Resale,Institutional,0,Prestige Group,Ready to Move,22,7.87,3.52,Yes,South,9,Mid
TXN304469,PROP501435,RES101547,Visakhapatnam,Andhra Pradesh,Zone J,Apartment,1,1433,1648,4500000,4290000,2994,4.56,2025-04-20,2025,Q2,5,214500,42900,4547400,Resale,Institutional,0,Hiranandani,Under Construction,0,3.35,4.72,Yes,East,4,Affordable
TXN304470,PROP503472,RES104034,Visakhapatnam,Andhra Pradesh,Zone D,Builder Floor,2,1686,1939,8900000,8360000,4958,6.12,2024-03-16,2024,Q1,6,501600,83600,8945200,New Property,NRI,6291612,Hiranandani,Under Construction,4,15.07,3.06,No,South-West,15,Mid
TXN304471,PROP502818,RES102594,Chennai,Tamil Nadu,Anna Nagar,Apartment,1,1273,1464,7800000,7310000,5742,6.3,2024-09-15,2024,Q3,6,438600,73100,7821700,Resale,Home Loan,0,Emaar India,New Launch,16,4.07,3.62,Yes,North-East,2,Mid
TXN304472,PROP503161,RES102697,Ahmedabad,Gujarat,Gota,Studio,1,1576,1812,7000000,6860000,4353,1.97,2025-05-01,2025,Q2,7,480200,68600,7408800,Resale,Home Loan,5092607,DLF,New Launch,23,6.68,5.62,Yes,North-West,2,Mid
TXN304473,PROP500096,RES102636,Vadodara,Gujarat,Zone E,Villa,2,1514,1741,5000000,4540000,2999,9.17,2024-03-25,2024,Q1,4,181600,45400,4767000,New Property,NRI,3233000,Prestige Group,Ready to Move,20,10.8,3.94,Yes,North-East,4,Affordable
TXN304474,PROP503796,RES104079,Mumbai,Maharashtra,Borivali,Studio,5,2501,2876,39000000,37400000,14954,4.1,2022-11-24,2022,Q4,7,2618000,374000,40392000,Resale,Cash,27572214,Lodha Group,Under Construction,17,10.72,6.24,Yes,South,23,Luxury
TXN304475,PROP503383,RES101338,Coimbatore,Tamil Nadu,Zone I,Penthouse,2,1642,1888,6700000,6490000,3952,3.1,2025-11-19,2025,Q4,4,259600,64900,6814500,New Property,NRI,4633264,Godrej Properties,Ready to Move,7,1.79,5.98,Yes,South,11,Mid
TXN304476,PROP504459,RES106335,Vadodara,Gujarat,Zone H,Row House,4,2681,3083,9900000,9110000,3398,7.94,2022-12-04,2022,Q4,5,455500,91100,9656600,New Property,Home Loan,7442933,Lodha Group,New Launch,0,12.25,4.6,No,South-East,5,Mid
TXN304477,PROP501614,RES100839,Coimbatore,Tamil Nadu,Zone J,Independent House,1,1602,1842,7000000,6320000,3945,9.75,2023-09-29,2023,Q3,5,316000,63200,6699200,New Property,NRI,0,Prestige Group,New Launch,2,5.7,2.72,Yes,East,3,Mid
TXN304478,PROP504184,RES105552,Coimbatore,Tamil Nadu,Zone A,Studio,2,1934,2224,9300000,8420000,4354,9.45,2024-09-28,2024,Q3,4,336800,84200,8841000,Resale,NRI,0,Tata Housing,Under Construction,8,12.34,4.67,Yes,North,10,Mid
TXN304479,PROP503953,RES103146,Nagpur,Maharashtra,Zone J,Row House,5,2673,3074,11400000,10570000,3954,7.32,2023-11-13,2023,Q4,5,528500,105700,11204200,Resale,Cash,0,Kolte Patil,Under Construction,2,-1.77,4.39,No,North-West,3,Mid
TXN304480,PROP501045,RES100150,Lucknow,Uttar Pradesh,Zone B,Independent House,2,1560,1794,6500000,6160000,3949,5.21,2025-06-10,2025,Q2,6,369600,61600,6591200,Resale,Home Loan,0,Godrej Properties,Ready to Move,21,1.07,6.34,No,North-East,2,Mid
TXN304481,PROP503863,RES102777,Coimbatore,Tamil Nadu,Zone E,Row House,2,1731,1991,7700000,7610000,4396,1.23,2024-10-08,2024,Q4,6,456600,76100,8142700,Resale,Home Loan,0,Brigade Group,Ready to Move,12,17.67,4.48,Yes,South,24,Mid
TXN304482,PROP502298,RES105581,Patna,Bihar,Zone A,Studio,2,1783,2050,5800000,5430000,3045,6.31,2026-05-18,2026,Q2,6,325800,54300,5810100,Resale,Cash,0,Prestige Group,New Launch,4,11.11,3.33,Yes,South-East,8,Mid
TXN304483,PROP505833,RES104946,Pune,Maharashtra,Wakad,Row House,3,2133,2453,20600000,18670000,8753,9.35,2023-08-01,2023,Q3,5,933500,186700,19790200,New Property,Institutional,14589013,Brigade Group,New Launch,13,6.06,2.64,Yes,North-West,36,Luxury
TXN304484,PROP502266,RES101903,Vadodara,Gujarat,Zone F,Builder Floor,2,1666,1916,6200000,6150000,3691,0.86,2023-03-27,2023,Q1,5,307500,61500,6519000,New Property,NRI,4384567,Shapoorji Pallonji,New Launch,21,6.53,4.06,No,North,11,Mid
TXN304485,PROP502597,RES106500,Kolkata,West Bengal,Dumdum,Studio,2,1559,1793,15200000,13920000,8929,8.39,2024-04-10,2024,Q2,7,974400,139200,15033600,Resale,Home Loan,10169590,Brigade Group,Under Construction,16,6.94,4.16,Yes,South,16,Mid
TXN304486,PROP501223,RES106959,Mumbai,Maharashtra,Powai,Builder Floor,4,2046,2353,38900000,37720000,18436,3.04,2024-12-27,2024,Q4,5,1886000,377200,39983200,Resale,Institutional,27389245,Shapoorji Pallonji,Under Construction,19,5.38,3.83,Yes,South-West,25,Luxury
TXN304487,PROP501563,RES105523,Vadodara,Gujarat,Zone D,Penthouse,1,1333,1533,4700000,4280000,3211,8.93,2023-12-11,2023,Q4,6,256800,42800,4579600,New Property,Cash,3388210,Shapoorji Pallonji,Ready to Move,8,9.18,6.34,Yes,East,2,Affordable
TXN304488,PROP503054,RES101646,Coimbatore,Tamil Nadu,Zone G,Studio,2,1597,1837,5500000,5190000,3250,5.71,2022-07-20,2022,Q3,6,311400,51900,5553300,Resale,Home Loan,4221975,Phoenix Mills,Under Construction,20,9.89,5.78,No,North-East,14,Mid
TXN304489,PROP504779,RES106582,Coimbatore,Tamil Nadu,Zone D,Row House,2,1688,1941,6500000,6020000,3566,7.38,2023-12-06,2023,Q4,7,421400,60200,6501600,New Property,Institutional,4884898,Godrej Properties,Ready to Move,13,10.06,6.01,No,North,16,Mid
TXN304490,PROP502283,RES103059,Vadodara,Gujarat,Zone G,Apartment,3,1997,2297,8400000,7610000,3811,9.36,2024-12-02,2024,Q4,5,380500,76100,8066600,New Property,Cash,0,Mahindra Lifespaces,New Launch,5,6.74,2.59,Yes,West,7,Mid
TXN304491,PROP503090,RES103152,Vadodara,Gujarat,Zone F,Independent House,3,1999,2299,8500000,7830000,3917,7.92,2023-04-10,2023,Q2,4,313200,78300,8221500,New Property,Home Loan,0,Phoenix Mills,Under Construction,0,11.79,3.29,No,North-East,2,Mid
TXN304492,PROP501654,RES100803,Chennai,Tamil Nadu,Anna Nagar,Studio,1,1525,1754,10700000,9760000,6400,8.76,2023-11-01,2023,Q4,5,488000,97600,10345600,New Property,Cash,0,Hiranandani,New Launch,13,7.85,2.57,No,North-West,9,Mid
TXN304493,PROP502144,RES100767,Bhopal,Madhya Pradesh,Zone C,Villa,3,2206,2537,11300000,10460000,4742,7.44,2023-01-28,2023,Q1,5,523000,104600,11087600,New Property,Home Loan,8070090,Brigade Group,Under Construction,0,1.75,6.08,No,West,4,Mid
TXN304494,PROP505590,RES106063,Patna,Bihar,Zone A,Independent House,2,1828,2102,7200000,6970000,3813,3.19,2022-04-06,2022,Q2,6,418200,69700,7457900,New Property,NRI,5758442,Mahindra Lifespaces,New Launch,21,5.76,5.26,Yes,North-West,19,Mid
TXN304495,PROP504255,RES104519,Vadodara,Gujarat,Zone B,Studio,2,1921,2209,8300000,7490000,3899,9.81,2026-06-07,2026,Q2,7,524300,74900,8089200,Resale,Cash,5328543,Godrej Properties,Under Construction,12,9.87,3.43,Yes,North-East,1,Mid
TXN304496,PROP505493,RES102758,Bangalore,Karnataka,Marathahalli,Villa,2,1597,1837,10700000,10620000,6650,0.75,2024-04-30,2024,Q2,5,531000,106200,11257200,New Property,Institutional,8434660,Emaar India,Ready to Move,6,14.21,4.17,No,South-West,5,Mid
TXN304497,PROP505926,RES106284,Jaipur,Rajasthan,Jagatpura,Studio,2,1625,1869,8900000,8830000,5434,0.79,2025-01-16,2025,Q1,5,441500,88300,9359800,New Property,Cash,6403747,Kolte Patil,Ready to Move,24,6.39,5.4,Yes,North,19,Mid
TXN304498,PROP500575,RES105366,Delhi,Delhi,Janakpuri,Independent House,2,1641,1887,11200000,10900000,6642,2.64,2022-07-25,2022,Q3,6,654000,109000,11663000,Resale,Cash,9178005,Shapoorji Pallonji,New Launch,12,0.17,2.98,Yes,South-East,2,Mid
TXN304499,PROP502962,RES105396,Mumbai,Maharashtra,Thane,Row House,4,2681,3083,49400000,48160000,17963,2.5,2023-06-12,2023,Q2,5,2408000,481600,51049600,New Property,Cash,0,Mahindra Lifespaces,New Launch,17,3.83,4.97,Yes,South-East,5,Luxury
TXN304500,PROP504753,RES101549,Lucknow,Uttar Pradesh,Zone H,Independent House,2,1545,1777,6400000,6290000,4071,1.7,2026-04-26,2026,Q2,7,440300,62900,6793200,New Property,NRI,5157943,Brigade Group,New Launch,9,3.64,3.04,No,South,1,Mid
TXN304501,PROP501758,RES105806,Kochi,Kerala,Zone D,Row House,2,1975,2271,7500000,6970000,3529,7.07,2023-12-27,2023,Q4,4,278800,69700,7318500,Resale,Home Loan,0,Mahindra Lifespaces,Ready to Move,9,8.25,5.31,No,North-East,13,Mid
TXN304502,PROP503183,RES105456,Vadodara,Gujarat,Zone A,Apartment,3,2131,2451,9500000,9350000,4388,1.61,2023-12-17,2023,Q4,5,467500,93500,9911000,Resale,Cash,7553913,Lodha Group,Ready to Move,10,8.34,6.29,No,South-East,1,Mid
TXN304503,PROP504530,RES102604,Pune,Maharashtra,Undri,Penthouse,1,1657,1906,16100000,15170000,9155,5.77,2024-06-21,2024,Q2,4,606800,151700,15928500,New Property,Cash,12515546,Lodha Group,Ready to Move,7,11.1,2.97,Yes,North-West,4,Luxury
TXN304504,PROP500140,RES106614,Jaipur,Rajasthan,Tonk Road,Builder Floor,1,1393,1602,6300000,6250000,4487,0.87,2023-04-04,2023,Q2,7,437500,62500,6750000,New Property,NRI,4710867,Lodha Group,New Launch,0,11.29,6.12,Yes,East,4,Mid
TXN304505,PROP503026,RES101431,Delhi,Delhi,Dwarka,Villa,4,2199,2529,17800000,17240000,7840,3.13,2023-08-26,2023,Q3,5,862000,172400,18274400,Resale,Cash,0,Sobha Limited,Under Construction,7,8.98,4.49,No,North,5,Luxury
TXN304506,PROP504384,RES104374,Visakhapatnam,Andhra Pradesh,Zone C,Row House,3,2110,2426,7400000,7390000,3502,0.12,2025-09-23,2025,Q3,5,369500,73900,7833400,Resale,NRI,5528761,Kolte Patil,Ready to Move,14,2.56,4.44,Yes,North,4,Mid
TXN304507,PROP502246,RES101528,Delhi,Delhi,Vasant Kunj,Villa,2,1736,1996,18100000,17130000,9868,5.34,2025-07-10,2025,Q3,5,856500,171300,18157800,New Property,Cash,12979839,DLF,Under Construction,11,6.72,2.53,Yes,North-East,18,Luxury
TXN304508,PROP504689,RES104636,Mumbai,Maharashtra,Lower Parel,Penthouse,1,1616,1858,28600000,28550000,17667,0.19,2023-08-25,2023,Q3,5,1427500,285500,30263000,Resale,NRI,22431644,Brigade Group,New Launch,0,13.25,5.87,No,East,6,Luxury
TXN304509,PROP503185,RES100525,Pune,Maharashtra,Kharadi,Villa,1,1407,1618,13800000,12960000,9211,6.09,2024-12-09,2024,Q4,5,648000,129600,13737600,Resale,NRI,9237273,Emaar India,New Launch,23,5.12,3.58,Yes,South-West,7,Mid
TXN304510,PROP505446,RES105999,Ahmedabad,Gujarat,Gota,Builder Floor,2,1271,1462,5200000,4850000,3816,6.79,2023-03-09,2023,Q1,6,291000,48500,5189500,Resale,Home Loan,4043389,Mahindra Lifespaces,Ready to Move,6,-0.26,2.79,Yes,North,14,Affordable
TXN304511,PROP501720,RES105853,Bhopal,Madhya Pradesh,Zone I,Independent House,5,2493,2867,9100000,8860000,3554,2.67,2025-11-23,2025,Q4,6,531600,88600,9480200,New Property,Cash,0,Raymond Realty,Ready to Move,14,12.38,3.19,Yes,East,19,Mid
TXN304512,PROP505710,RES105170,Chennai,Tamil Nadu,Adyar,Villa,2,1616,1858,12800000,11640000,7203,9.07,2023-12-15,2023,Q4,6,698400,116400,12454800,Resale,Institutional,8341676,Mahindra Lifespaces,Under Construction,9,9.38,4.29,Yes,North,5,Mid
TXN304513,PROP503473,RES101587,Patna,Bihar,Zone E,Apartment,1,1304,1500,5600000,5250000,4026,6.23,2025-05-23,2025,Q2,5,262500,52500,5565000,Resale,NRI,4219068,Emaar India,Ready to Move,19,3.91,4.92,No,North,8,Mid
TXN304514,PROP505952,RES104251,Indore,Madhya Pradesh,Zone F,Penthouse,2,1821,2094,9400000,8920000,4898,5.1,2023-06-01,2023,Q2,7,624400,89200,9633600,New Property,Home Loan,0,Lodha Group,New Launch,1,6.66,5.96,Yes,North-West,21,Mid
TXN304515,PROP503041,RES100408,Jaipur,Rajasthan,Vaishali Nagar,Builder Floor,4,2156,2479,10600000,10600000,4917,0.04,2024-05-05,2024,Q2,5,530000,106000,11236000,New Property,NRI,8946879,Phoenix Mills,New Launch,0,4.53,4.7,Yes,South,7,Mid
TXN304516,PROP501124,RES106387,Bhopal,Madhya Pradesh,Zone A,Villa,2,1665,1915,6200000,6010000,3610,3.03,2025-04-20,2025,Q2,7,420700,60100,6490800,Resale,Cash,4464971,Hiranandani,Ready to Move,21,8.51,3.88,Yes,South-East,1,Mid
TXN304517,PROP505125,RES101895,Lucknow,Uttar Pradesh,Zone F,Villa,3,1856,2134,7100000,6850000,3691,3.46,2023-11-21,2023,Q4,5,342500,68500,7261000,New Property,Home Loan,4993871,Raymond Realty,New Launch,17,8.71,2.59,Yes,South-West,28,Mid
TXN304518,PROP500657,RES104566,Nagpur,Maharashtra,Zone D,Apartment,1,1432,1647,6700000,6440000,4497,3.85,2023-01-19,2023,Q1,6,386400,64400,6890800,Resale,Cash,4509589,Prestige Group,Under Construction,0,0.52,4.21,Yes,South-West,27,Mid
TXN304519,PROP501834,RES106566,Chennai,Tamil Nadu,T Nagar,Independent House,1,1703,1958,12400000,11260000,6612,9.17,2025-02-17,2025,Q1,6,675600,112600,12048200,New Property,Home Loan,0,Kolte Patil,New Launch,5,7.02,6.13,Yes,East,14,Mid
TXN304520,PROP504330,RES100699,Chandigarh,Chandigarh,Zone H,Studio,1,1190,1368,5100000,4650000,3908,8.86,2022-10-10,2022,Q4,7,325500,46500,5022000,New Property,NRI,3702539,DLF,New Launch,15,11.09,3.21,Yes,West,2,Affordable
TXN304521,PROP501447,RES106309,Pune,Maharashtra,Viman Nagar,Row House,2,1595,1834,16600000,16410000,10288,1.13,2024-06-02,2024,Q2,6,984600,164100,17558700,New Property,NRI,11971923,Hiranandani,Under Construction,17,10.66,4.14,No,North-East,8,Luxury
TXN304522,PROP505578,RES104120,Pune,Maharashtra,Undri,Penthouse,2,1883,2165,19500000,19270000,10234,1.2,2023-03-27,2023,Q1,5,963500,192700,20426200,Resale,Institutional,13763877,Tata Housing,Under Construction,11,10.23,3.04,No,South,23,Luxury
TXN304523,PROP501927,RES105838,Jaipur,Rajasthan,Sirsi Road,Apartment,2,1864,2144,8000000,7520000,4034,6.01,2022-11-16,2022,Q4,5,376000,75200,7971200,New Property,NRI,5542088,Emaar India,Ready to Move,4,12.44,3.99,Yes,East,7,Mid
TXN304524,PROP504921,RES106386,Ahmedabad,Gujarat,Maninagar,Apartment,2,1418,1631,5200000,4950000,3491,4.87,2024-08-01,2024,Q3,5,247500,49500,5247000,Resale,Cash,4169193,Raymond Realty,New Launch,6,13.96,5.12,Yes,North,3,Affordable
TXN304525,PROP505779,RES103259,Hyderabad,Telangana,Gachibowli,Villa,3,2103,2418,16300000,15670000,7451,3.89,2024-11-27,2024,Q4,6,940200,156700,16766900,New Property,NRI,13267249,Brigade Group,Ready to Move,21,13.28,5.66,Yes,North-East,28,Luxury
TXN304526,PROP504741,RES104605,Kolkata,West Bengal,Alipore,Row House,2,1826,2100,20900000,19080000,10449,8.73,2026-05-02,2026,Q2,7,1335600,190800,20606400,New Property,NRI,13729068,Raymond Realty,Under Construction,7,1.47,4.96,Yes,East,12,Luxury
TXN304527,PROP505682,RES104350,Kochi,Kerala,Zone E,Villa,4,2330,2680,9500000,9430000,4047,0.75,2024-06-18,2024,Q2,7,660100,94300,10184400,Resale,NRI,6696767,Mahindra Lifespaces,New Launch,3,10.1,6.44,Yes,North-East,22,Mid
TXN304528,PROP500273,RES102576,Nagpur,Maharashtra,Zone C,Apartment,3,1942,2233,7700000,7330000,3774,4.86,2024-05-10,2024,Q2,5,366500,73300,7769800,Resale,NRI,5713011,Godrej Properties,Under Construction,21,6.18,3.33,Yes,North,2,Mid
TXN304529,PROP504943,RES102692,Bhopal,Madhya Pradesh,Zone G,Studio,2,1578,1815,4800000,4720000,2991,1.68,2022-11-25,2022,Q4,5,236000,47200,5003200,New Property,Cash,3912244,DLF,New Launch,5,4.15,4.15,Yes,North,20,Affordable
TXN304530,PROP505583,RES103905,Mumbai,Maharashtra,Malad,Studio,3,1958,2252,40000000,39390000,20117,1.53,2025-07-09,2025,Q3,5,1969500,393900,41753400,Resale,NRI,28042888,Raymond Realty,Under Construction,1,8.2,3.52,No,North-West,2,Luxury
TXN304531,PROP503815,RES101925,Kochi,Kerala,Zone A,Apartment,1,1227,1411,4500000,4180000,3407,7.12,2022-04-06,2022,Q2,7,292600,41800,4514400,Resale,Cash,3097511,Sobha Limited,New Launch,5,7.4,4.82,Yes,North,2,Affordable
TXN304532,PROP504336,RES102740,Pune,Maharashtra,Kharadi,Builder Floor,1,986,1134,7400000,6980000,7079,5.66,2022-08-05,2022,Q3,5,349000,69800,7398800,Resale,Institutional,0,Brigade Group,Under Construction,22,9.28,3.02,Yes,West,4,Mid
TXN304533,PROP505988,RES102657,Indore,Madhya Pradesh,Zone I,Builder Floor,2,1390,1598,4800000,4680000,3367,2.51,2025-04-20,2025,Q2,4,187200,46800,4914000,Resale,NRI,3694807,DLF,Ready to Move,13,11.28,3.22,Yes,North,2,Affordable
TXN304534,PROP504395,RES100197,Kolkata,West Bengal,Salt Lake,Builder Floor,2,2054,2362,16900000,16250000,7911,3.84,2022-10-29,2022,Q4,5,812500,162500,17225000,New Property,Home Loan,12169715,Emaar India,Under Construction,1,10.89,2.67,Yes,West,4,Luxury
TXN304535,PROP505208,RES101543,Kochi,Kerala,Zone C,Villa,3,1720,1978,7000000,6630000,3855,5.26,2024-07-01,2024,Q3,5,331500,66300,7027800,Resale,Cash,0,Kolte Patil,Ready to Move,3,11.93,4.63,No,North-East,5,Mid
TXN304536,PROP502642,RES100619,Patna,Bihar,Zone F,Studio,3,1786,2054,6700000,6230000,3488,6.96,2025-05-05,2025,Q2,6,373800,62300,6666100,New Property,Institutional,4611265,Tata Housing,New Launch,15,6.33,3.95,No,East,14,Mid
TXN304537,PROP504691,RES104873,Ahmedabad,Gujarat,Bopal,Villa,2,1631,1876,8500000,8040000,4929,5.39,2022-11-21,2022,Q4,4,321600,80400,8442000,New Property,NRI,6291990,Prestige Group,New Launch,7,5.11,3.52,No,North-East,1,Mid
TXN304538,PROP502577,RES105635,Surat,Gujarat,Udhna,Apartment,1,1502,1727,6700000,6480000,4314,3.33,2022-10-20,2022,Q4,5,324000,64800,6868800,New Property,Cash,4822390,Raymond Realty,New Launch,0,1.2,6.5,Yes,East,33,Mid
TXN304539,PROP502958,RES105402,Jaipur,Rajasthan,Vaishali Nagar,Apartment,3,2150,2472,9800000,9450000,4395,3.53,2022-05-25,2022,Q2,7,661500,94500,10206000,New Property,Home Loan,6627824,Phoenix Mills,Under Construction,20,0.45,6.45,Yes,North,1,Mid
TXN304540,PROP505801,RES103930,Lucknow,Uttar Pradesh,Zone E,Apartment,2,1596,1835,6800000,6530000,4091,3.99,2025-07-23,2025,Q3,5,326500,65300,6921800,Resale,NRI,5218378,Tata Housing,Ready to Move,12,4.07,4.07,Yes,East,9,Mid
TXN304541,PROP504095,RES106389,Bangalore,Karnataka,JP Nagar,Penthouse,3,2288,2631,18600000,18130000,7924,2.53,2025-12-02,2025,Q4,5,906500,181300,19217800,Resale,Home Loan,14650273,Omaxe,New Launch,21,14.71,4.37,Yes,South,22,Luxury
TXN304542,PROP500395,RES103504,Lucknow,Uttar Pradesh,Zone G,Villa,3,2310,2656,8700000,8580000,3714,1.4,2023-05-02,2023,Q2,5,429000,85800,9094800,Resale,NRI,0,Mahindra Lifespaces,Ready to Move,0,5.98,2.79,Yes,East,4,Mid
TXN304543,PROP500417,RES104207,Hyderabad,Telangana,Kukatpally,Independent House,2,1906,2192,17100000,16610000,8715,2.85,2025-03-23,2025,Q1,7,1162700,166100,17938800,New Property,Institutional,13667783,Sobha Limited,Under Construction,4,4.49,4.2,Yes,North-East,24,Luxury
